date,total_trades,total_pnl,avg_pnl,win_rate,avg_fee,avg_trade_size_usd,long_ratio,sentiment_regime,sentiment_binary
2024-01-28,11,-2478.06972,-225.27906545454545,0.0,-0.03292509090909091,1646.2754545454545,0.0,Neutral,0
2024-01-29,74,486.562542,6.5751694864864865,0.6081081081081081,1.395440608108108,5597.407837837838,0.0,Greed,1
2024-01-30,49,-173.65419100000003,-3.5439630816326537,0.10204081632653061,2.045975714285714,8183.905714285715,0.0,Greed,1
2024-01-31,859,-799.840817,-0.93113017112922,0.2689173457508731,1.8037386204889407,7340.683504074505,0.0,Greed,1
2024-02-01,6,0.0,0.0,0.0,0.08367399999999998,334.69666666666666,0.0,Greed,1
2024-02-02,42,456.423473,10.867225547619048,0.30952380952380953,2.1802294285714288,11292.343571428572,0.0,Greed,1
2024-02-03,56,223.30918699999998,3.9876640535714283,0.10714285714285714,1.9582562321428572,10782.5,0.0,Greed,1
2024-02-04,35,47.62389499999999,1.360682714285714,0.2571428571428571,1.4436251428571427,5805.358,0.0,Greed,1
2024-02-05,72,-33.45419400000003,-0.4646415833333337,0.19444444444444445,2.299298125,10697.198055555556,0.0,Greed,1
2024-02-06,1088,-215.615907,-0.19817638511029412,0.1645220588235294,0.9086461369485294,7396.280707720588,0.0,Greed,1
2024-02-07,15,241.24212,16.082808,0.13333333333333333,0.022646200000000002,450.582,0.0,Greed,1
2024-02-08,10,770.756024,77.07560240000001,0.4,0.3002887,2605.112,0.0,Greed,1
2024-02-11,34,983.443176,28.924799294117648,0.20588235294117646,0.7339791764705882,6244.465294117647,0.0,Greed,1
2024-02-12,16,913.8817869999998,57.11761168749999,0.375,1.6944944375,14202.981249999999,0.0,Greed,1
2024-02-13,14,559.44389,39.960277857142856,1.0,-0.0028565714285714284,142.85642857142858,0.0,Greed,1
2024-02-14,111,3830.599833,34.509908405405405,0.7477477477477478,0.20646372972972976,2890.4493693693694,0.0,Greed,1
2024-02-15,63,1840.797677,29.219010746031746,0.9047619047619048,0.4874015396825397,2939.4926984126987,0.0,Greed,1
2024-02-16,182,5491.768834,30.174554032967034,0.8021978021978022,0.14958884615384616,3103.826978021978,0.0,Greed,1
2024-02-17,94,1929.6418,20.52810425531915,0.648936170212766,0.6601601382978723,4320.405,0.0,Greed,1
2024-02-18,97,477.6248299999999,4.923967319587628,0.6288659793814433,-0.032380670103092785,1619.0532989690723,0.0,Greed,1
2024-02-19,101,4317.768563,42.750183792079206,0.7623762376237624,0.14705564356435644,2835.417821782178,0.0,Greed,1
2024-02-20,39,3263.628824,83.68279035897436,0.7948717948717948,0.07881217948717949,3062.0441025641026,0.0,Greed,1
2024-02-21,22,1858.7985700000002,84.49084409090909,0.6818181818181818,0.13502859090909092,4911.250909090909,0.0,Greed,1
2024-02-22,88,3894.1050699999996,44.25119397727272,0.45454545454545453,0.28923386363636366,4239.02125,0.0,Greed,1
2024-02-23,143,1418.55293,9.91995055944056,0.958041958041958,-0.014455027972027973,776.966013986014,0.0,Greed,1
2024-02-25,5,-30.7705,-6.1541,0.0,-0.01792,896.0260000000001,0.0,Greed,1
2024-02-26,39,4416.8473,113.25249487179488,0.8717948717948718,-0.002505769230769226,4927.875384615385,0.0,Greed,1
2024-02-27,63,888.511733,14.103360841269842,0.4126984126984127,-0.05970807936507937,3323.2111111111108,0.0,Greed,1
2024-02-28,45,2503.747235,55.63882744444444,0.8666666666666667,-0.030603377777777777,3802.380666666667,0.0,Greed,1
2024-02-29,116,9813.996992,84.60342234482759,0.8620689655172413,0.01171625,3410.9200862068965,0.0,Greed,1
2024-03-01,137,8244.241409,60.176944591240876,0.9343065693430657,-0.00399163503649635,3452.370072992701,0.0,Greed,1
2024-03-02,31,230.90060000000005,7.448406451612905,0.6774193548387096,-0.0151331935483871,2038.6309677419354,0.0,Greed,1
2024-03-03,79,8361.086245,105.83653474683545,0.6835443037974683,-0.031735481012658225,4946.1478481012655,0.0,Greed,1
2024-03-04,300,27799.775742,92.66591914,0.8866666666666667,-0.0018648299999999998,5259.989566666667,0.0,Greed,1
2024-03-05,180,19791.026041,109.95014467222222,0.9055555555555556,-0.024658105555555556,4676.724,0.0,Greed,1
2024-03-06,82,6814.825139,83.10762364634145,0.8780487804878049,-0.04091851219512195,3990.4636585365856,0.0,Greed,1
2024-03-08,67,4271.886236,63.7594960597015,0.8805970149253731,-0.0548004328358209,2740.047462686567,0.0,Greed,1
2024-03-09,117,9949.501624,85.03847541880343,0.8290598290598291,0.015827042735042738,5625.459401709401,0.0,Greed,1
2024-03-10,42,2482.9272,59.117314285714286,0.6904761904761905,0.05431123809523809,5237.472619047619,0.0,Greed,1
2024-03-11,42,3588.179495,85.43284511904761,0.9285714285714286,0.2017354761904762,4202.844047619047,0.0,Greed,1
2024-03-12,8,3039.166,379.89575,0.875,0.618244125,12880.10625,0.0,Greed,1
2024-03-13,7,0.0,0.0,0.0,0.30003971428571424,857.2571428571428,0.0,Greed,1
2024-03-14,18,3465.865832,192.5481017777778,0.8888888888888888,0.6509328888888889,11440.732222222221,0.0,Greed,1
2024-03-15,62,6236.513651,100.58892985483871,0.6612903225806451,0.7981452096774193,5675.71629032258,0.0,Greed,1
2024-03-16,8,228.57984,28.57248,0.125,1.316035,4652.9575,0.0,Greed,1
2024-03-17,23,503.293955,21.882345869565217,0.43478260869565216,1.4679708260869564,4326.389130434783,0.0,Greed,1
2024-03-18,19,1456.9577,76.68198421052631,0.3157894736842105,1.3128042105263156,4760.951578947369,0.0,Greed,1
2024-03-19,24,668.797973,27.86658220833333,0.20833333333333334,1.0828463333333334,9161.868333333334,0.0,Greed,1
2024-03-20,69,6423.134599,93.08890723188406,0.8695652173913043,0.5779541739130435,3126.171739130435,0.0,Greed,1
2024-03-21,28,2335.5080749999997,83.41100267857142,0.8214285714285714,0.5855267857142857,4210.556071428572,0.0,Greed,1
2024-03-24,19,1297.018477,68.26413036842105,0.7894736842105263,0.4678335263157895,4873.274210526315,0.0,Greed,1
2024-03-25,7,1302.916428,186.13091828571427,0.8571428571428571,2.855816,8159.4742857142855,0.0,Greed,1
2024-03-26,118,3215.906593,27.253445703389833,0.9322033898305084,0.238537313559322,1682.7558474576272,0.0,Greed,1
2024-03-27,38,150.41114,3.9581878947368416,0.3157894736842105,0.8346829473684211,2628.020789473684,0.0,Greed,1
2024-03-28,13,227.85100799999998,17.527000615384615,0.6923076923076923,0.6968637692307692,2717.209230769231,0.0,Greed,1
2024-03-29,15,883.097404,58.873160266666666,0.4,2.028002,5794.291333333333,0.0,Greed,1
2024-03-30,45,1100.57514,24.45722533333333,0.9777777777777777,0.22087675555555555,2246.753777777778,0.0,Greed,1
2024-03-31,13,912.786145,70.21431884615384,0.7692307692307693,1.0745786153846155,3070.2276923076925,0.0,Greed,1
2024-04-01,77,2507.963406,32.57095332467532,0.5454545454545454,1.087680025974026,4408.7074025974025,0.0,Greed,1
2024-04-02,41,883.760812,21.555141756097562,0.2926829268292683,1.9544530243902436,5845.475853658536,0.0,Greed,1
2024-04-03,4,126.7884,31.6971,0.25,0.41530025,4221.8925,0.0,Greed,1
2024-04-04,32,0.0,0.0,0.0,1.0498651562499999,2999.6165625,0.0,Greed,1
2024-04-05,100,10706.484306,107.06484306,0.9,1.03430138,5037.918,0.0,Greed,1
2024-04-06,16,236.33513399999998,14.770945874999999,0.25,1.4923923125,4263.979375,0.0,Greed,1
2024-04-07,23,0.0,0.0,0.0,0.7606889130434782,2173.397391304348,0.0,Greed,1
2024-04-08,30,1218.4267,40.614223333333335,0.03333333333333333,2.0596849333333336,7064.688,0.0,Greed,1
2024-04-09,3,0.0,0.0,0.0,6.657447,19021.280000000002,0.0,Greed,1
2024-04-10,41,5207.443414,127.01081497560976,0.8780487804878049,3.002623463414634,8578.926097560974,0.0,Greed,1
2024-04-11,16,389.743164,24.35894775,0.125,1.6712705625,4775.06,0.0,Greed,1
2024-04-12,129,-592.6458390000001,-4.594153790697676,0.5503875968992248,0.7562858527131783,3427.0433333333335,0.0,Greed,1
2024-04-13,89,6621.451755,74.3983343258427,0.6853932584269663,1.337069393258427,5465.294943820225,0.0,Greed,1
2024-04-14,107,-36104.012520000004,-337.4206777570094,0.308411214953271,1.995115925233645,6160.394112149533,0.0,Greed,1
2024-04-15,41,3774.08872,92.05094439024391,0.8536585365853658,0.9914781463414633,7100.272926829269,0.0,Greed,1
2024-04-16,47,2467.702221,52.504302574468085,0.9148936170212766,0.3927167021276596,3870.3653191489366,0.0,Greed,1
2024-04-17,14,2441.4683999999997,174.39059999999998,0.9285714285714286,0.7586402142857143,6968.785000000001,0.0,Greed,1
2024-04-19,35,1946.4454620000001,55.61272748571429,0.7714285714285715,3.372578857142857,9635.940571428573,0.0,Greed,1
2024-04-20,22,0.0,0.0,0.0,5.5131385,2760.601818181818,0.9090909090909091,Greed,1
2024-04-22,9,0.0,0.0,0.0,1.8664182222222223,5332.623333333333,0.0,Greed,1
2024-04-23,66,1119.536196,16.962669636363636,0.5303030303030303,1.0804314545454545,3531.1348484848486,0.0,Greed,1
2024-04-24,20,279.185907,13.95929535,0.3,2.4723157999999996,7063.762,0.0,Greed,1
2024-04-25,74,0.0,0.0,0.0,2.16431772972973,1624.8785135135136,0.918918918918919,Greed,1
2024-04-26,3,0.0,0.0,0.0,0.581966,1662.7633333333335,0.0,Greed,1
2024-04-27,27,4281.488139,158.57363477777778,0.7037037037037037,1.999724074074074,5713.498888888889,0.0,Greed,1
2024-04-28,58,0.0,0.0,0.0,0.26543010344827583,758.3724137931034,0.0,Greed,1
2024-04-29,45,526.9338359999999,11.709640799999999,0.37777777777777777,0.8454362222222221,2415.5335555555553,0.0,Greed,1
2024-04-30,24,0.0,0.0,0.0,1.8231895833333331,5209.114583333333,0.0,Greed,1
2024-05-01,14,0.0,0.0,0.0,2.175636285714286,6216.103571428571,0.0,Neutral,0
2024-05-03,36,5306.017045,147.3893623611111,0.4722222222222222,2.7475189166666665,7852.295833333333,0.0,Neutral,0
2024-05-04,9,0.0,0.0,0.0,2.2943954444444445,6555.416666666667,0.0,Greed,1
2024-05-05,6,0.916,0.15266666666666667,0.16666666666666666,1.4021296666666665,4011.391666666667,0.0,Greed,1
2024-05-06,9,968.59038,107.62115333333333,0.4444444444444444,8.011749555555555,22890.714444444442,0.0,Greed,1
2024-05-07,18,883.537693,49.08542738888889,0.5,2.1132811666666664,6039.865555555556,0.0,Greed,1
2024-05-08,13,1.56576,0.12044307692307693,0.07692307692307693,1.7751404615384616,5074.89,0.0,Greed,1
2024-05-09,28,1147.595856,40.985566285714285,0.39285714285714285,2.7745761428571427,7927.361428571428,0.0,Greed,1
2024-05-10,22,2101.741695,95.53371340909092,0.2727272727272727,2.4958495454545453,7131.0,0.0,Greed,1
2024-05-11,9,251.604742,27.956082444444444,1.0,2.459680555555556,7027.661111111111,0.0,Neutral,0
2024-05-12,23,0.0,0.0,0.0,0.8396882173913044,2399.111304347826,0.0,Greed,1
2024-05-13,28,2136.853859,76.31620925,0.35714285714285715,2.4139856785714287,6897.103571428571,0.0,Greed,1
2024-05-14,23,1150.5233050000002,50.02275239130436,0.17391304347826086,2.219508043478261,6341.452173913043,0.0,Greed,1
2024-05-15,36,948.970582,26.360293944444447,0.4722222222222222,2.2839690833333335,6525.626944444444,0.0,Greed,1
2024-05-16,27,214.5898,7.94777037037037,0.18518518518518517,2.108048888888889,6022.998518518518,0.0,Greed,1
2024-05-18,25,3522.3946610000003,140.89578644000002,0.64,1.7682436799999999,5052.1256,0.0,Greed,1
2024-05-19,8,0.0,0.0,0.0,1.3124158750000001,3749.76125,0.0,Greed,1
2024-05-20,10,-74.818442,-7.4818442,0.0,1.3343662,3812.475,0.0,Greed,1
2024-05-21,125,7289.397571999999,58.31518057599999,0.112,3.0826555520000003,8807.588720000002,0.0,Greed,1
2024-05-22,6,0.0,0.0,0.0,2.6247248333333335,7499.215,0.0,Greed,1
2024-05-23,20,0.0,0.0,0.0,1.2958500499999999,3702.4509999999996,0.0,Greed,1
2024-05-24,2,821.949278,410.974639,1.0,8.8920825,25405.949999999997,0.0,Greed,1
2024-05-25,2,0.0,0.0,0.0,4.3762505,12503.574999999999,0.0,Greed,1
2024-05-26,9,773.4582,85.9398,0.2222222222222222,1.9741338888888889,5640.383333333334,0.0,Greed,1
2024-05-29,3,0.0,0.0,0.0,2.43378,4327.66,1.0,Greed,1
2024-06-07,66,7329.223137999999,111.04883542424241,0.45454545454545453,4.171126848484849,11925.133787878787,0.21212121212121213,Greed,1
2024-06-08,7,0.0,0.0,0.0,2.250132428571429,6428.95,0.0,Greed,1
2024-06-09,17,0.0,0.0,0.0,0.4421044117647059,1318.2482352941176,0.7058823529411765,Greed,1
2024-06-10,4,0.0,0.0,0.0,2.10002625,6000.075,0.0,Greed,1
2024-06-11,96,4269.550668,44.474486125,0.08333333333333333,1.2848465208333333,3692.4110416666667,0.6354166666666666,Greed,1
2024-06-12,37,0.0,0.0,0.0,0.006178108108108107,41.1072972972973,1.0,Greed,1
2024-06-13,79,6632.757115,83.95895082278481,0.24050632911392406,0.4227816455696202,1678.1926582278481,0.7341772151898734,Greed,1
2024-06-14,31,10258.592609,330.9223422258064,0.4838709677419355,1.2565830967741936,4511.892258064517,0.0,Greed,1
2024-06-15,78,3369.958346,43.20459417948718,0.48717948717948717,3.223366012820513,9209.61858974359,0.0,Greed,1
2024-06-16,11,0.0,0.0,0.0,0.8029342727272727,2294.0981818181817,0.0,Greed,1
2024-06-17,38,10599.502375,278.9342730263158,0.6578947368421053,3.3929743421052634,9694.213684210526,0.0,Greed,1
2024-06-18,25,282.57636,11.3030544,0.16,2.68641032,10532.5916,0.0,Greed,1
2024-06-19,61,4887.656944,80.12552367213115,0.5081967213114754,2.276258081967213,6837.231475409836,0.0,Greed,1
2024-06-20,39,57478.456026,1473.8065647692308,0.20512820512820512,0.3453602564102564,5333.097435897435,0.0,Greed,1
2024-06-21,80,773.5582039999999,9.66947755,0.0375,0.7659637375,2203.306125,0.6,Greed,1
2024-06-22,24,756.876565,31.536523541666668,0.3333333333333333,1.6888909166666668,7066.427916666667,0.0,Neutral,0
2024-06-23,5,0.0,0.0,0.0,0.035842399999999996,358.424,0.0,Greed,1
2024-06-24,31,0.0,0.0,0.0,3.340354870967742,13000.090322580645,0.0,Neutral,0
2024-06-25,49,4869.353105,99.3745531632653,0.22448979591836735,0.7364214489795918,2104.062857142857,0.0,Fear,0
2024-06-26,72,4197.732182,58.30183586111111,0.2916666666666667,1.7715874999999999,5072.092500000001,0.5694444444444444,Neutral,0
2024-06-27,30,0.0,0.0,0.0,1.5185337333333335,4349.565,0.4,Fear,0
2024-06-29,75,6150.326145,82.0043486,0.32,6.137269746666667,3734.6014666666665,0.10666666666666667,Fear,0
2024-06-30,14,0.0,0.0,0.0,1.2184049285714287,2180.049285714286,0.14285714285714285,Neutral,0
2024-07-01,64,5065.839308,79.1537391875,0.40625,6.645672265625,5666.721093749999,0.0625,Neutral,0
2024-07-02,18,2421.253116,134.514062,0.7222222222222222,0.6365961111111111,1852.6372222222224,0.2777777777777778,Neutral,0
2024-07-03,18,1118.387284,62.132626888888886,0.2222222222222222,3.479371222222222,9977.814444444444,0.3888888888888889,Neutral,0
2024-07-04,25,0.0,0.0,0.0,4.5209858,17222.720400000002,0.12,Fear,0
2024-07-05,32,0.0,0.0,0.0,2.97283490625,8509.0590625,0.375,Fear,0
2024-07-06,24,108.87217799999999,4.53634075,0.2916666666666667,14.34809,103.75708333333334,0.7083333333333334,Fear,0
2024-07-07,10,61.428942,6.1428942,1.0,0.004987500000000001,49.875,0.0,Fear,0
2024-07-08,1,0.0,0.0,0.0,0.0156,497.64,1.0,Fear,0
2024-07-09,15,648.984412,43.265627466666665,1.0,0.026504533333333337,182.42999999999998,0.0,Fear,0
2024-07-10,56,11977.734907,213.88812333928573,0.6785714285714286,4.2993757142857145,12283.93232142857,0.0,Fear,0
2024-07-11,19,1876.812082,98.77958326315789,0.47368421052631576,3.1294969999999998,8941.422105263156,0.0,Fear,0
2024-07-12,19,1412.314654,74.33235021052631,0.47368421052631576,1.6502120526315789,4714.893157894737,0.0,Fear,0
2024-07-13,17,2913.617837,171.38928452941175,1.0,2.865659411764706,8187.599411764706,0.0,Fear,0
2024-07-14,7,0.0,0.0,0.0,4.200055571428572,12000.16142857143,0.0,Fear,0
2024-07-15,21,0.0,0.0,0.0,2.799897,7999.7071428571435,0.0,Neutral,0
2024-07-16,22,0.0,0.0,0.0,2.290917318181818,6545.480454545454,0.0,Greed,1
2024-07-17,16,0.0,0.0,0.0,3.8264835625,10932.811875,0.0,Greed,1
2024-07-18,53,2569.979964,48.490188,0.7735849056603774,4.241973716981132,12119.926603773585,0.0,Greed,1
2024-07-19,16,2120.091364,132.50571025,0.6875,3.196434,9132.66875,0.0,Greed,1
2024-07-20,9,129.66130099999998,14.40681122222222,0.4444444444444444,3.8842090000000002,11097.74111111111,0.0,Greed,1
2024-07-21,3,0.0,0.0,0.0,5.132770666666667,14665.06,0.0,Greed,1
2024-07-22,21,2273.29301,108.2520480952381,0.6190476190476191,3.7551380952380953,10728.97,0.0,Greed,1
2024-07-23,231,88084.992348,381.3203131948052,0.9913419913419913,0.14265249783549785,1166.848095238095,0.0,Greed,1
2024-07-24,52,0.0,0.0,0.0,0.8338368269230769,653.2703846153846,0.6346153846153846,Greed,1
2024-07-25,78,916.7382600000001,11.753054615384617,0.1282051282051282,2.8741784102564103,6776.350128205129,0.02564102564102564,Greed,1
2024-07-26,40,2425.262989,60.63157472499999,0.725,4.0420457249999995,10062.157,0.025,Greed,1
2024-07-27,51,6400.623656,125.50242462745098,0.8235294117647058,6.18166531372549,17661.901764705883,0.0,Greed,1
2024-07-28,3,0.0,0.0,0.0,3.733295333333334,10666.563333333334,0.0,Greed,1
2024-07-29,24,112.946925,4.706121875,0.4583333333333333,4.37851925,12510.05625,0.0,Greed,1
2024-07-30,6,0.0,0.0,0.0,2.1003773333333333,6001.078333333334,0.0,Greed,1
2024-07-31,3,0.0,0.0,0.0,4.667266333333334,13335.046666666667,0.0,Greed,1
2024-08-01,22,0.0,0.0,0.0,4.138410545454545,8139.0654545454545,0.22727272727272727,Neutral,0
2024-08-02,48,554.12049,11.544176875,0.10416666666666667,2.8146248125,7636.526875,0.020833333333333332,Greed,1
2024-08-03,19,0.0,0.0,0.0,2.8994066842105264,7236.375263157895,0.05263157894736842,Fear,0
2024-08-04,99,-108604.496278,-1097.015113919192,0.0,3.8863796767676764,10470.912222222221,0.030303030303030304,Fear,0
2024-08-05,61,-13174.108868,-215.96899783606557,0.4262295081967213,2.493173967213115,5906.64393442623,0.08196721311475409,Fear,0
2024-08-06,80,51.56325,0.644540625,0.0625,0.7716459999999999,758.8422499999999,0.875,Fear,0
2024-08-07,21,188.789255,8.989964523809524,0.47619047619047616,0.168502,94.89190476190477,0.5238095238095238,Fear,0
2024-08-08,5,0.0,0.0,0.0,1.29745,3168.014,0.6,Fear,0
2024-08-09,73,17930.978901,245.6298479589041,0.3561643835616438,2.3264420987671235,6285.868767123287,0.3287671232876712,Neutral,0
2024-08-10,88,0.0,0.0,0.0,0.5691271352272728,128.8555681818182,0.9886363636363636,Fear,0
2024-08-11,24,847.7766200000001,35.32402583333334,0.16666666666666666,1.7054702916666666,1842.9254166666667,0.6666666666666666,Fear,0
2024-08-12,48,858.6705000000001,17.88896875,0.125,0.7514978124999999,1128.4858333333334,0.4791666666666667,Fear,0
2024-08-13,22,212.08102,9.640046363636364,0.36363636363636365,0.8151307727272726,945.3577272727272,0.36363636363636365,Fear,0
2024-08-14,25,2168.9015130000003,86.75606052,0.2,1.8597242399999998,2668.4012,0.6,Fear,0
2024-08-15,12,0.0,0.0,0.0,1.3752175,126.86416666666668,1.0,Fear,0
2024-08-16,35,825.230544,23.578015542857145,0.08571428571428572,2.3196554857142857,4753.795428571429,0.7142857142857143,Fear,0
2024-08-18,14,307.201888,21.942992,0.8571428571428571,1.5701112142857145,4486.033571428571,0.0,Fear,0
2024-08-19,8,339.69958299999996,42.462447874999995,0.625,4.38878225,12539.37875,0.0,Fear,0
2024-08-20,8,192.602844,24.0753555,0.125,1.855781,5302.23375,0.0,Fear,0
2024-08-23,10,1005.30527,100.53052699999999,0.3,2.2228342,6350.956,0.0,Fear,0
2024-08-24,7,0.0,0.0,0.0,1.7499831428571428,4999.952857142857,0.0,Greed,1
2024-08-25,17,0.0,0.0,0.0,1.5472707647058823,1291.1929411764704,0.47058823529411764,Neutral,0
2024-08-26,6,231.236918,38.539486333333336,0.3333333333333333,5.383821999999999,15435.211666666668,0.16666666666666666,Greed,1
2024-08-27,50,0.0,0.0,0.0,1.04107104,1405.0032,0.84,Neutral,0
2024-08-28,9,1333.359645,148.15107166666667,0.2222222222222222,2.767336222222222,7906.674444444444,0.0,Fear,0
2024-08-29,1,0.0,0.0,0.0,3.498547,9995.85,0.0,Fear,0
2024-08-30,5,256.464,51.2928,0.2,2.6062351999999995,7446.51,0.0,Fear,0
2024-08-31,10,0.0,0.0,0.0,3.5000048,10000.11,0.0,Fear,0
2024-09-02,2,0.0,0.0,0.0,5.250074,15000.21,0.0,Fear,0
2024-09-04,34,1065.785132,31.346621529411763,0.14705882352941177,1.8697125588235293,3867.0873529411765,0.7352941176470589,Fear,0
2024-09-06,42,-1104.856765,-26.306113452380952,0.0,0.3253922857142857,929.6928571428571,0.0,Fear,0
2024-09-09,2,0.0,0.0,0.0,17.45395,2007.2150000000001,1.0,Fear,0
2024-09-10,1,0.0,0.0,0.0,6.66721,766.74,1.0,Fear,0
2024-09-11,1,0.0,0.0,0.0,0.0,0.54,0.0,Fear,0
2024-09-14,11,0.0,0.0,0.0,2.7619390909090913,92.25454545454546,0.9090909090909091,Neutral,0
2024-09-18,145,-878.684794,-6.059895131034483,0.0,0.2188478827586207,94.02413793103449,0.07586206896551724,Neutral,0
2024-09-19,19,0.0,0.0,0.0,1.5056663157894736,80.09842105263158,1.0,Neutral,0
2024-09-20,16,9585.03428,599.0646425,0.5,6.8323144375,20804.58625,0.0,Neutral,0
2024-09-21,23,36165.56933,1572.416057826087,1.0,2.5207322173913043,7202.092173913044,0.0,Neutral,0
2024-09-22,3,0.0,0.0,0.0,2.3333023333333336,6666.579999999999,0.0,Neutral,0
2024-09-23,2,334.760796,167.380398,0.5,7.058501000000001,20167.145,0.0,Neutral,0
2024-09-24,10,0.0,0.0,0.0,1.2966142,711.863,0.9,Neutral,0
2024-09-25,9,0.0,0.0,0.0,1.9738529999999999,5861.570000000001,0.0,Greed,1
2024-09-26,8,439.812513,54.976564125,0.25,3.9185255,14213.991250000001,0.0,Neutral,0
2024-09-27,56,0.0,0.0,0.0,0.669701982142857,2251.732857142857,0.0,Greed,1
2024-09-28,4,0.0,0.0,0.0,0.7007800000000001,7299.8025,0.0,Greed,1
2024-09-30,106,2710.626288,25.571946113207545,0.04716981132075472,0.6192224150943396,2025.1872641509435,0.0,Greed,1
